enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000552032	ENSP00000448753	910	Q96LU7	MYRFL
ENST00000552068	ENSP00000449190	913	Q08345	DDR1
ENST00000552119	ENSP00000448967	258	Q6P9F5	TRIM40
ENST00000552140	ENSP00000448841	350	F8WFD2	NPIPA3
ENST00000552217	ENSP00000447547	142	Q9Y6G3	MRPL42
ENST00000552225	ENSP00000447222	315	Q9GZK7	OR11A1
ENST00000552240	ENSP00000449819	831	Q96MT3	PRICKLE1
ENST00000552242	ENSP00000448801	141	Q06055	ATP5MC2
ENST00000552283	ENSP00000448054	326	Q8NFH4	NUP37
ENST00000552337	ENSP00000450288	518	Q9HCM9	TRIM39
ENST00000552360	ENSP00000447679	142	C9JVW0	INAFM1
ENST00000552361	ENSP00000450339	115	P62854	RPS26
ENST00000552370	ENSP00000450158	237	P55061	TMBIM6
ENST00000552397	ENSP00000446485	167	Q8WW33	GTSF1
ENST00000552432	ENSP00000449547	478	O60669	SLC16A7
ENST00000552446	ENSP00000447204	316	Q9UGF7	OR12D3
ENST00000552471	ENSP00000446916	241	Q8IYP2	PRSS58
ENST00000552479	ENSP00000449365	455	Q9UIR0	BTNL2
ENST00000552520	ENSP00000448462	518	Q9HCM9	TRIM39
ENST00000552540	ENSP00000447821	215	Q13765	NACA
ENST00000552551	ENSP00000447566	483	P05787	KRT8
ENST00000552561	ENSP00000446657	250	Q9BVX2	TMEM106C
ENST00000552587	ENSP00000449609	801	P25440	BRD2
ENST00000552656	ENSP00000447303	317	Q9H4P4	RNF41
ENST00000552692	ENSP00000449337	238	P08962	CD63
ENST00000552695	ENSP00000446479	458	Q9BVA6	FICD
ENST00000552711	ENSP00000448607	129	O15212	PFDN6
ENST00000552744	ENSP00000447575	422	P21579	SYT1
ENST00000552745	ENSP00000447257	254	P01909	HLA-DQA1
ENST00000552788	ENSP00000447224	1564	Q149M9	NWD1
ENST00000552808	ENSP00000446647	478	Q9UBM8	MGAT4C
ENST00000552810	ENSP00000448012	2479	O15078	CEP290
ENST00000552864	ENSP00000447488	233	O14910	LIN7A
ENST00000552882	ENSP00000449690	661	P40967	PMEL
ENST00000552898	ENSP00000450397	452	Q9NU63	ZFP57
ENST00000552912	ENSP00000449718	676	Q8WYA0	IFT81
ENST00000552918	ENSP00000447947	545	Q86XZ4	SPATS2
ENST00000552951	ENSP00000447057	185	Q8N5I9	C12orf45
ENST00000552962	ENSP00000447654	359	P07585	DCN
ENST00000552987	ENSP00000448634	452	Q9NU63	ZFP57
ENST00000553015	ENSP00000448377	913	Q08345	DDR1
ENST00000553030	ENSP00000447203	509	Q8NFU1	BEST2
ENST00000553052	ENSP00000449291	338	P17693	HLA-G
ENST00000553066	ENSP00000450385	208	P14649	MYL6B
ENST00000553070	ENSP00000447558	373	Q16621	NFE2
ENST00000553106	ENSP00000448059	452	P00439	PAH
ENST00000553110	ENSP00000446503	106	P83881	RPL36A
ENST00000553116	ENSP00000450168	215	P61020	RAB5B
ENST00000553127	ENSP00000448228	545	Q86XZ4	SPATS2
ENST00000553183	ENSP00000446981	71	Q69YU5	C12orf73
ENST00000553264	ENSP00000451974	346	O43542	XRCC3
ENST00000553379	ENSP00000452340	73	Q9BPY8	HOPX
ENST00000553456	ENSP00000450962	252	Q04743	EMX2
ENST00000553458	ENSP00000450436	535	Q02252	ALDH6A1
ENST00000553514	ENSP00000451090	58	O75438	NDUFB1
ENST00000553521	ENSP00000452123	272	Q13243	SRSF5
ENST00000553530	ENSP00000452331	472	P49758	RGS6
ENST00000553532	ENSP00000450607	1208	Q9UNS1	TIMELESS
ENST00000553541	ENSP00000451285	205	P60153	RNASE9
ENST00000553558	ENSP00000450444	1026	Q86WZ0	HEATR4
ENST00000553612	ENSP00000452454	376	P52655	GTF2A1
ENST00000553645	ENSP00000452037	190	Q4LDG9	DNAL1
ENST00000553780	ENSP00000450837	406	P05154	SERPINA5
ENST00000553795	ENSP00000451950	328	Q8NGR1	OR13A1
ENST00000553849	ENSP00000451318	199	Q8TAA1	RNASE11
ENST00000553851	ENSP00000451962	178	O60831	PRAF2
ENST00000553888	ENSP00000452181	493	Q9H9C1	VIPAS39
ENST00000553935	ENSP00000450799	678	O15037	KHNYN
ENST00000554012	ENSP00000451506	114	P56279	TCL1A
ENST00000554015	ENSP00000451000	713	Q9Y2K1	ZBTB1
ENST00000554048	ENSP00000452398	204	A6NLW8	DUXA
ENST00000554068	ENSP00000452250	1077	Q8NFM4	ADCY4
ENST00000554087	ENSP00000451167	247	Q9Y5K8	ATP6V1D
ENST00000554150	ENSP00000452273	317	O14756	HSD17B6
ENST00000554173	ENSP00000450971	444	Q9UK55	SERPINA10
ENST00000554182	ENSP00000451384	139	Q9P0R6	GSKIP
ENST00000554203	ENSP00000450861	140	Q9NWQ9	C14orf119
ENST00000554204	ENSP00000451583	215	Q99766	DMAC2L
ENST00000554276	ENSP00000451610	406	P05154	SERPINA5
ENST00000554301	ENSP00000451803	1278	O95428	PAPLN
ENST00000554311	ENSP00000450482	391	P30411	BDKRB2
ENST00000554335	ENSP00000452535	718	Q9UPU9	SAMD4A
ENST00000554411	ENSP00000451089	219	Q9UHD4	CIDEB
ENST00000554455	ENSP00000451291	306	P07910	HNRNPC
ENST00000554503	ENSP00000450664	87	Q9NRX3	NDUFA4L2
ENST00000554581	ENSP00000451828	480	P31749	AKT1
ENST00000554643	ENSP00000451406	317	O14756	HSD17B6
ENST00000554659	ENSP00000450731	232	Q9UEU0	VTI1B
ENST00000554736	ENSP00000452014	71	P59768	GNG2
ENST00000554746	ENSP00000451050	660	O43155	FLRT2
ENST00000554752	ENSP00000451612	1104	P80192	MAP3K9
ENST00000554823	ENSP00000450439	238	A6NDD5	SYNDIG1L
ENST00000554848	ENSP00000451166	480	P31749	AKT1
ENST00000554866	ENSP00000451126	406	P05154	SERPINA5
ENST00000554880	ENSP00000452133	58	P56378	ATP5MPL
ENST00000554913	ENSP00000451362	346	O43542	XRCC3
ENST00000554943	ENSP00000450883	833	Q6IN85	PPP4R3A
ENST00000554964	ENSP00000450599	205	P60153	RNASE9
ENST00000554998	ENSP00000450661	544	Q64LD2	WDR25
ENST00000555003	ENSP00000450565	422	Q14626	IL11RA
ENST00000555004	ENSP00000490729	83	Q9NPU4	C14orf132
ENST00000555006	ENSP00000452336	289	P32243	OTX2
ENST00000555044	ENSP00000451763	478	Q86VK4	ZNF410
ENST00000555055	ENSP00000452598	346	O43542	XRCC3
ENST00000555061	ENSP00000450638	89	Q9Y5J7	TIMM9
ENST00000555095	ENSP00000451172	427	P29622	SERPINA4
ENST00000555099	ENSP00000452277	309	Q8NGP0	OR4C13
ENST00000555147	ENSP00000451605	317	Q01726	MC1R
ENST00000555159	ENSP00000450698	317	O14756	HSD17B6
ENST00000555181	ENSP00000450420	139	Q9P0R6	GSKIP
ENST00000555202	ENSP00000450496	114	P56279	TCL1A
ENST00000555228	ENSP00000450975	351	Q8N8N7	PTGR2
ENST00000555230	ENSP00000450800	205	P60153	RNASE9
ENST00000555238	ENSP00000451300	651	P49757	NUMB
ENST00000555265	ENSP00000451162	1094	Q6ZU80	CEP128
ENST00000555360	ENSP00000450673	422	B2RXF5	ZBTB42
ENST00000555404	ENSP00000451198	89	Q9Y5J7	TIMM9
ENST00000555414	ENSP00000451979	318	P27695	APEX1
ENST00000555441	ENSP00000450776	58	O75438	NDUFB1
ENST00000555472	ENSP00000451102	71	P59768	GNG2
ENST00000555523	ENSP00000451851	104	Q96BM0	IFI27L1
ENST00000555528	ENSP00000450688	480	P31749	AKT1
ENST00000555571	ENSP00000450936	472	P49758	RGS6
ENST00000555593	ENSP00000451006	89	Q9Y5J7	TIMM9
ENST00000555597	ENSP00000451624	147	P34096	RNASE4
ENST00000555619	ENSP00000451112	151	P61916	NPC2
ENST00000555633	ENSP00000450456	184	Q96IS3	RAX2
ENST00000555638	ENSP00000452201	167	Q8NBD8	TMEM229B
ENST00000555647	ENSP00000452027	549	Q9Y6S9	RPS6KL1
ENST00000555661	ENSP00000452280	351	Q8N8N7	PTGR2
ENST00000555694	ENSP00000451581	99	P07311	ACYP1
ENST00000555702	ENSP00000451881	511	Q9UM01	SLC7A7
ENST00000555728	ENSP00000452387	1181	Q13683	ITGA7
ENST00000555760	ENSP00000452098	73	Q9BPY8	HOPX
ENST00000555805	ENSP00000451753	317	O14756	HSD17B6
ENST00000555815	ENSP00000450480	1499	O60312	ATP10A
ENST00000555818	ENSP00000450832	1804	O43166	SIPA1L1
ENST00000555835	ENSP00000452245	147	P34096	RNASE4
ENST00000555840	ENSP00000450639	307	Q9NUM3	SLC39A9
ENST00000555841	ENSP00000451563	199	Q8TAA1	RNASE11
ENST00000555846	ENSP00000452522	440	Q8WXH5	SOCS4
ENST00000555868	ENSP00000450842	351	Q3MIR4	TMEM30B
ENST00000555978	ENSP00000450687	184	Q96IS3	RAX2
ENST00000556029	ENSP00000450627	454	P42167	TMPO
ENST00000556095	ENSP00000451188	139	Q9P0R6	GSKIP
ENST00000556126	ENSP00000450581	62	P0DI80	SMIM6
ENST00000556143	ENSP00000450742	777	Q9HBF4	ZFYVE1
ENST00000556147	ENSP00000451712	371	Q9UN36	NDRG2
ENST00000556155	ENSP00000451742	847	P42226	STAT6
ENST00000556230	ENSP00000495033	56	P62273	RPS29
ENST00000556351	ENSP00000452146	90	Q6IPR1	ETFRF1
ENST00000556376	ENSP00000451794	73	Q9BPY8	HOPX
ENST00000556440	ENSP00000450461	821	Q96GE4	CEP95
ENST00000556450	ENSP00000450701	114	P56279	TCL1A
ENST00000556492	ENSP00000452521	362	Q147X3	NAA30
ENST00000556509	ENSP00000450518	378	Q92784	DPF3
ENST00000556526	ENSP00000450580	147	Q5GAN4	RNASE12
ENST00000556529	ENSP00000450524	125	A6NCE7	MAP1LC3B2
ENST00000556564	ENSP00000452414	1174	Q16825	PTPN21
ENST00000556573	ENSP00000450958	233	Q6ZVK1	TMEM179
ENST00000556585	ENSP00000451229	217	P0C7T8	TMEM253
ENST00000556603	ENSP00000451091	414	Q13572	ITPK1
ENST00000556614	ENSP00000452003	73	Q9BPY8	HOPX
ENST00000556618	ENSP00000451963	376	A6NED2	RCCD1
ENST00000556728	ENSP00000490894	83	Q9NPU4	C14orf132
ENST00000556752	ENSP00000451576	71	P59768	GNG2
ENST00000556766	ENSP00000451231	71	P59768	GNG2
ENST00000556816	ENSP00000452007	154	Q86U28	ISCA2
ENST00000556842	ENSP00000451106	678	O15037	KHNYN
ENST00000556881	ENSP00000451738	414	Q8IW75	SERPINA12
ENST00000556883	ENSP00000451594	351	Q96BY2	MOAP1
ENST00000556927	ENSP00000450443	90	Q6IPR1	ETFRF1
ENST00000556994	ENSP00000451818	504	P61011	SRP54
ENST00000557004	ENSP00000450838	427	P29622	SERPINA4
ENST00000557006	ENSP00000451774	167	Q8NBD8	TMEM229B
ENST00000557010	ENSP00000451419	273	Q92813	DIO2
ENST00000557016	ENSP00000451080	104	P84090	ERH
ENST00000557040	ENSP00000450894	58	P56378	ATP5MPL
ENST00000557068	ENSP00000451565	205	P60153	RNASE9
ENST00000557135	ENSP00000451460	471	P23381	WARS
ENST00000557154	ENSP00000451088	272	Q13243	SRSF5
ENST00000557168	ENSP00000451308	112	A0A087WSZ9	TRAV30
ENST00000557185	ENSP00000451882	339	Q9Y394	DHRS7
ENST00000557201	ENSP00000452276	306	P07910	HNRNPC
ENST00000557342	ENSP00000450909	109	Q9GZT3	SLIRP
ENST00000557364	ENSP00000451601	2581	Q9HCK8	CHD8
ENST00000557385	ENSP00000450969	672	Q86T24	ZBTB33
ENST00000557410	ENSP00000450992	683	Q7L1I2	SV2B
ENST00000557413	ENSP00000450567	549	Q9Y6S9	RPS6KL1
ENST00000557540	ENSP00000450584	90	Q6IPR1	ETFRF1
ENST00000557565	ENSP00000454657	583	O15091	PRORP
ENST00000557594	ENSP00000451672	637	Q9HDB5	NRXN3
ENST00000557640	ENSP00000455434	198	P0DJH9	RD3L
ENST00000557649	ENSP00000452502	160	Q8N912	C14orf180
ENST00000557658	ENSP00000452191	493	Q9H9C1	VIPAS39
ENST00000557677	ENSP00000452022	307	Q8NGD1	OR4N2
ENST00000557843	ENSP00000453737	682	Q99081	TCF12
ENST00000557872	ENSP00000453745	532	P08912	CHRM5
ENST00000557943	ENSP00000452762	333	P13804	ETFA
ENST00000557985	ENSP00000457272	139	H0YL14	TMEM250
ENST00000557998	ENSP00000452732	994	Q6ZNA4	RNF111
ENST00000558012	ENSP00000452746	416	O43586	PSTPIP1
ENST00000558017	ENSP00000452793	385	Q6ZNW5	GDPGP1
ENST00000558087	ENSP00000453888	208	Q6FIF0	ZFAND6
ENST00000558170	ENSP00000454157	1214	O60315	ZEB2
ENST00000558259	ENSP00000454171	749	Q99767	APBA2
ENST00000558311	ENSP00000453801	305	Q9GZS3	WDR61
ENST00000558402	ENSP00000453293	749	Q99767	APBA2
ENST00000558460	ENSP00000452646	389	Q96DP5	MTFMT
ENST00000558468	ENSP00000457512	1072	Q96EP0	RNF31
ENST00000558494	ENSP00000454137	208	Q6FIF0	ZFAND6
ENST00000558506	ENSP00000453743	431	P55010	EIF5
ENST00000558518	ENSP00000454071	860	P01130	LDLR
ENST00000558555	ENSP00000454073	375	Q99687	MEIS3
ENST00000558583	ENSP00000454014	424	B4DS77	SHISA9
ENST00000558653	ENSP00000453529	304	Q8N5C7	DTWD1
ENST00000558658	ENSP00000456785	681	Q9NQU5	PAK6
ENST00000558663	ENSP00000452923	447	Q5W5X9	TTC23
ENST00000558667	ENSP00000453473	1150	Q9UHW9	SLC12A6
ENST00000558713	ENSP00000462883	727	Q8NA31	TERB1
ENST00000558850	ENSP00000453363	811	A8K0R7	ZNF839
ENST00000558939	ENSP00000452871	772	Q04726	TLE3
ENST00000558966	ENSP00000452837	466	Q05D32	CTDSPL2
ENST00000558984	ENSP00000454134	408	P12644	BMP4
ENST00000559055	ENSP00000453750	185	Q8IUE0	TGIF2LY
ENST00000559082	ENSP00000453887	261	P25789	PSMA4
ENST00000559087	ENSP00000453485	408	P12644	BMP4
ENST00000559089	ENSP00000454012	381	F5GYI3	UBAP1L
ENST00000559115	ENSP00000452898	546	Q8TEB1	DCAF11
ENST00000559153	ENSP00000453607	185	Q9BV29	CCDC32
ENST00000559185	ENSP00000453109	811	A8K0R7	ZNF839
ENST00000559228	ENSP00000452885	621	Q8NBR6	MINDY2
ENST00000559233	ENSP00000453954	898	Q6V1X1	DPP8
ENST00000559234	ENSP00000452965	956	Q9H4I2	ZHX3
ENST00000559239	ENSP00000452792	641	Q9H611	PIF1
ENST00000559291	ENSP00000453226	185	Q9BV29	CCDC32
ENST00000559313	ENSP00000453969	534	Q6ZUT6	CCDC9B
ENST00000559390	ENSP00000453177	500	Q86WT6	TRIM69
ENST00000559447	ENSP00000453281	1363	Q2KHR2	RFX7
ENST00000559450	ENSP00000453509	394	Q9HA82	CERS4
ENST00000559463	ENSP00000453319	137	P46779	RPL28
ENST00000559471	ENSP00000453854	1101	Q93073	SECISBP2L
ENST00000559488	ENSP00000452786	788	P05106	ITGB3
ENST00000559514	ENSP00000453839	212	Q9BW66	CINP
ENST00000559596	ENSP00000453403	441	Q9BXS6	NUSAP1
ENST00000559651	ENSP00000454100	317	Q96BM1	ANKRD9
ENST00000559658	ENSP00000452896	505	P32297	CHRNA3
ENST00000559717	ENSP00000452948	1150	P49641	MAN2A2
ENST00000559775	ENSP00000453709	208	Q6FIF0	ZFAND6
ENST00000559829	ENSP00000453169	1192	Q8TF62	ATP8B4
ENST00000559835	ENSP00000453291	208	Q6FIF0	ZFAND6
ENST00000559836	ENSP00000453299	348	Q9P2T1	GMPR2
ENST00000559844	ENSP00000453785	522	Q13596	SNX1
ENST00000559878	ENSP00000453149	503	P11511	CYP19A1
ENST00000559916	ENSP00000453350	119	P61769	B2M
ENST00000560025	ENSP00000453773	237	Q9GZN2	TGIF2
ENST00000560031	ENSP00000453129	458	Q01415	GALK2
ENST00000560079	ENSP00000452877	1267	Q92610	ZNF592
ENST00000560104	ENSP00000453153	108	Q8IZY5	BLID
ENST00000560346	ENSP00000453858	681	Q9NQU5	PAK6
ENST00000560361	ENSP00000454006	956	Q9H4I2	ZHX3
ENST00000560371	ENSP00000454207	568	Q13114	TRAF3
ENST00000560572	ENSP00000454084	343	Q1HG43	DUOXA1
ENST00000560585	ENSP00000452741	438	O95395	GCNT3
ENST00000560611	ENSP00000454168	1150	Q9UHW9	SLC12A6
ENST00000560626	ENSP00000452796	1746	Q9H792	PEAK1
ENST00000560724	ENSP00000473889	119	P01817	IGHV2-5
ENST00000560741	ENSP00000453638	181	Q96AZ6	ISG20
ENST00000560748	ENSP00000453650	317	Q96BM1	ANKRD9
ENST00000560765	ENSP00000453048	194	P21781	FGF7
ENST00000560775	ENSP00000453915	543	C9JE40	PATL2
ENST00000560778	ENSP00000489837	59	A0A1B0GTU2	CTXND1
ENST00000560869	ENSP00000452634	654	Q03169	TNFAIP2
ENST00000561028	ENSP00000454062	237	P54845	NRL
ENST00000561060	ENSP00000452735	208	Q6FIF0	ZFAND6
ENST00000561069	ENSP00000453144	749	Q99767	APBA2
ENST00000561100	ENSP00000453076	515	Q14439	GPR176
ENST00000561129	ENSP00000453704	241	Q8IUE1	TGIF2LX
ENST00000561153	ENSP00000453526	330	Q9NXK6	PAQR5
ENST00000561208	ENSP00000453793	477	O14770	MEIS2
ENST00000561282	ENSP00000453522	184	Q96LC9	BMF
ENST00000561311	ENSP00000453508	2542	Q9Y4G6	TLN2
ENST00000561312	ENSP00000453430	234	Q14696	MESD
ENST00000561360	ENSP00000453892	184	Q96LC9	BMF
ENST00000561421	ENSP00000453347	419	P16930	FAH
ENST00000561424	ENSP00000453191	119	P61769	B2M
ENST00000561457	ENSP00000452750	139	H0YL14	TMEM250
ENST00000561504	ENSP00000475582	76	Q15847	ADIRF
ENST00000561509	ENSP00000455132	124	Q9ULZ0	TP53TG3
ENST00000561530	ENSP00000455284	147	Q9Y2V2	CARHSP1
ENST00000561569	ENSP00000457015	169	P13073	COX4I1
ENST00000561610	ENSP00000455995	307	P60510	PPP4C
ENST00000561626	ENSP00000457193	828	P0C7U0	ELFN1
ENST00000561648	ENSP00000455426	1284	Q2M1K9	ZNF423
ENST00000561734	ENSP00000455026	312	Q9UJJ7	RPUSD1
ENST00000561754	ENSP00000492311	441	A0A1W2PR48	TLE7
ENST00000561878	ENSP00000454404	144	Q8WVE7	TMEM170A
ENST00000561890	ENSP00000455906	1773	E2RYF6	MUC22
ENST00000561899	ENSP00000456960	240	Q86XT9	TMEM219
ENST00000562188	ENSP00000456242	355	Q6DHV7	ADAL
ENST00000562196	ENSP00000477695	823	Q5TYW2	ANKRD20A1
ENST00000562197	ENSP00000474988	382	P0DKB5	TPBGL
ENST00000562206	ENSP00000457275	176	Q9BW30	TPPP3
ENST00000562295	ENSP00000455298	625	H3BPF8	GOLGA8S
ENST00000562319	ENSP00000455529	694	Q6PCT2	FBXL19
ENST00000562336	ENSP00000457513	169	P13073	COX4I1
ENST00000562360	ENSP00000455052	260	Q6PL45	BRICD5
ENST00000562411	ENSP00000454421	98	O75971	SNAPC5
ENST00000562435	ENSP00000455169	525	Q8NC67	NETO2
ENST00000562505	ENSP00000455811	138	H3BQJ8	LY6L
ENST00000562532	ENSP00000477059	579	Q5GH72	XKR7
ENST00000562707	ENSP00000455758	182	Q96MX0	CMTM3
ENST00000562759	ENSP00000457965	79	Q9HBF5	ST20
ENST00000562783	ENSP00000457904	632	H3BV12	GOLGA8Q
ENST00000562787	ENSP00000457810	561	Q96BT3	CENPT
ENST00000563027	ENSP00000456927	632	H3BSY2	GOLGA8M
ENST00000563039	ENSP00000455266	400	P16150	SPN
ENST00000563060	ENSP00000455800	364	P04075	ALDOA
ENST00000563110	ENSP00000457054	267	Q3KRB8	ARHGAP11B
ENST00000563119	ENSP00000454719	198	Q5XKK7	FAM219B
ENST00000563169	ENSP00000454418	636	Q8TF47	ZFP90
ENST00000563197	ENSP00000457016	244	Q8NBZ0	INO80E
ENST00000563236	ENSP00000456149	1021	P55017	SLC12A3
ENST00000563237	ENSP00000485230	402	P0CI01	SPDYE6
ENST00000563281	ENSP00000454545	890	Q8NDT2	RBM15B
ENST00000563290	ENSP00000454973	1400	Q9BY12	SCAPER
ENST00000563332	ENSP00000454994	208	Q9H305	CDIP1
ENST00000563390	ENSP00000457000	130	P62244	RPS15A
ENST00000563454	ENSP00000455445	239	Q8N9N7	LRRC57
ENST00000563468	ENSP00000454351	499	P15170	GSPT1
ENST00000563480	ENSP00000457892	98	O75971	SNAPC5
ENST00000563496	ENSP00000455444	167	Q7RTU0	TCF24
ENST00000563544	ENSP00000456877	935	Q96C12	ARMC5
ENST00000563588	ENSP00000455607	406	P15735	PHKG2
ENST00000563694	ENSP00000456335	903	Q8N137	CNTROB
ENST00000563710	ENSP00000490517	325	A0A1B0GVH6	C13orf42
ENST00000563788	ENSP00000457976	119	P61236	YPEL3
ENST00000563902	ENSP00000456838	471	Q68EN5	KIAA0895L
ENST00000563924	ENSP00000457421	738	P16284	PECAM1
ENST00000563934	ENSP00000454762	304	Q8IWE4	DCUN1D3
ENST00000564065	ENSP00000454562	299	Q92874	DNASE1L2
ENST00000564088	ENSP00000457870	326	Q9BVC4	MLST8
ENST00000564089	ENSP00000456707	538	Q9HBE5	IL21R
ENST00000564104	ENSP00000462435	176	Q9BW30	TPPP3
ENST00000564108	ENSP00000456211	254	Q9GZU8	FAM192A
ENST00000564138	ENSP00000482457	1265	P16885	PLCG2
ENST00000564146	ENSP00000455385	223	H3BPM6	MKRN2OS
ENST00000564230	ENSP00000458105	458	P17023	ZNF19
ENST00000564249	ENSP00000456841	79	Q9NRP2	CMC2
ENST00000564274	ENSP00000457616	774	Q96IC2	REXO5
ENST00000564377	ENSP00000455004	844	Q7Z3G6	PRICKLE2
ENST00000564488	ENSP00000454828	380	Q96S82	UBL7
ENST00000564609	ENSP00000455012	221	P51159	RAB27A
ENST00000564644	ENSP00000454852	360	O95149	SNUPN
ENST00000564675	ENSP00000458053	360	O95149	SNUPN
ENST00000564719	ENSP00000454268	190	P59773	MINAR2
ENST00000564784	ENSP00000457352	390	Q96FI4	NEIL1
ENST00000564811	ENSP00000456386	150	P20674	COX5A
ENST00000564831	ENSP00000457539	1097	Q0VD83	APOBR
ENST00000564840	ENSP00000491756	653	A6NMB9	FIGNL2
ENST00000564944	ENSP00000455196	400	Q14183	DOC2A
ENST00000564979	ENSP00000455624	400	Q14183	DOC2A
ENST00000564996	ENSP00000456743	616	Q8N4N3	KLHL36
ENST00000564999	ENSP00000457649	667	P15884	TCF4
ENST00000565159	ENSP00000455531	745	Q6UXK2	ISLR2
ENST00000565211	ENSP00000458065	424	Q9UBX2	DUX4
ENST00000565232	ENSP00000454995	577	Q68CK6	ACSM2B
ENST00000565250	ENSP00000455046	326	Q9BVC4	MLST8
ENST00000565263	ENSP00000455229	493	Q9NX74	DUS2
ENST00000565335	ENSP00000457708	380	Q96S82	UBL7
ENST00000565365	ENSP00000454468	235	Q2WGJ8	TMEM249
ENST00000565420	ENSP00000458115	130	P62244	RPS15A
ENST00000565422	ENSP00000454770	251	B4E2M5	ANKRD66
ENST00000565457	ENSP00000456686	125	Q8N9A8	CNEP1R1
ENST00000565468	ENSP00000456594	294	H3BS89	TMEM178B
ENST00000565469	ENSP00000454913	230	H3BNL8	ARMH2
ENST00000565488	ENSP00000457733	477	Q6NUK1	SLC25A24
ENST00000565540	ENSP00000458080	745	Q6UXK2	ISLR2
ENST00000565601	ENSP00000455648	412	O75541	ZNF821
ENST00000565650	ENSP00000455457	79	Q9NRP2	CMC2
ENST00000565659	ENSP00000458018	159	Q9BQS6	HSPB9
ENST00000565678	ENSP00000457723	305	Q15287	RNPS1
ENST00000565858	ENSP00000454554	727	Q9H6T0	ESRP2
ENST00000565874	ENSP00000456042	548	Q96FN4	CPNE2
ENST00000565886	ENSP00000457962	316	H3BV60	TGFBR3L
ENST00000565914	ENSP00000455723	79	Q9NRP2	CMC2
ENST00000565973	ENSP00000455639	425	P08910	ABHD2
ENST00000566157	ENSP00000457258	542	Q8N543	OGFOD1
ENST00000566228	ENSP00000456480	813	Q8TEQ0	SNX29
ENST00000566264	ENSP00000454945	226	Q9BSN7	TMEM204
ENST00000566339	ENSP00000457206	355	Q6PJ21	SPSB3
ENST00000566417	ENSP00000457335	115	Q8WWG1	NRG4
ENST00000566423	ENSP00000455625	112	P56211	ARPP19
ENST00000566428	ENSP00000457408	411	O60268	KIAA0513
ENST00000566454	ENSP00000455064	515	Q92536	SLC7A6
ENST00000566497	ENSP00000456281	387	Q08431	MFGE8
ENST00000566501	ENSP00000457963	913	Q99613	EIF3C
ENST00000566587	ENSP00000457064	158	P63279	UBE2I
ENST00000566595	ENSP00000456427	119	P61236	YPEL3
ENST00000566621	ENSP00000455397	281	Q9Y2V0	C15orf41
ENST00000566693	ENSP00000456801	390	Q5U4P2	ASPHD1
ENST00000566740	ENSP00000456894	632	P0CJ92	GOLGA8H
ENST00000566780	ENSP00000457230	414	Q9NZC7	WWOX
ENST00000566848	ENSP00000457492	240	Q86XT9	TMEM219
ENST00000566855	ENSP00000457161	121	H3BTG2	TEX46
ENST00000566866	ENSP00000457418	913	Q99613	EIF3C
ENST00000567001	ENSP00000456378	577	Q68CK6	ACSM2B
ENST00000567032	ENSP00000456585	512	P04798	CYP1A1
ENST00000567107	ENSP00000454407	909	Q8N9W4	GOLGA6L2
ENST00000567109	ENSP00000479395	713	P55290	CDH13
ENST00000567119	ENSP00000457380	247	Q6PRD7	CEMP1
ENST00000567134	ENSP00000456224	360	O95149	SNUPN
ENST00000567164	ENSP00000455024	395	Q6PEW0	PRSS54
ENST00000567180	ENSP00000476384	201	Q7RTU7	SCX
ENST00000567252	ENSP00000490638	189	A0A1B0GVS7	MDFIC2
ENST00000567298	ENSP00000457570	520	Q8TBB5	KLHDC4
ENST00000567390	ENSP00000490318	622	A0A1B0GV03	GOLGA6L7
ENST00000567435	ENSP00000457703	380	Q96S82	UBL7
ENST00000567439	ENSP00000457850	254	Q9GZU8	FAM192A
ENST00000567494	ENSP00000455358	299	Q92874	DNASE1L2
ENST00000567554	ENSP00000455855	147	Q9Y2V2	CARHSP1
ENST00000567571	ENSP00000454906	450	P41240	CSK
ENST00000567572	ENSP00000455851	182	Q96MX0	CMTM3
ENST00000567669	ENSP00000455151	112	P56211	ARPP19
ENST00000567695	ENSP00000457877	208	Q9H305	CDIP1
ENST00000567759	ENSP00000455265	869	Q15572	TAF1C
ENST00000567815	ENSP00000455009	211	P26373	RPL13
ENST00000567835	ENSP00000456794	693	Q9Y653	ADGRG1
ENST00000567927	ENSP00000456401	632	A6NMD2	GOLGA8J
ENST00000567948	ENSP00000482636	54	A0A0B4J2F0	PIGBOS1
ENST00000567954	ENSP00000457333	122	O43325	LYRM1
ENST00000567955	ENSP00000457807	433	B7U540	KCNJ18
ENST00000567962	ENSP00000455601	227	Q8ND25	ZNRF1
ENST00000568000	ENSP00000455785	329	Q8WZ19	KCTD13
ENST00000568007	ENSP00000456421	282	Q8IUQ4	SIAH1
ENST00000568176	ENSP00000455580	508	Q96F86	EDC3
ENST00000568223	ENSP00000455068	293	Q9UJH8	METRN
ENST00000568305	ENSP00000454804	132	P42127	ASIP
ENST00000568344	ENSP00000478637	645	Q17RD7	SYT16
ENST00000568365	ENSP00000456826	398	Q5TFQ8	SIRPB1
ENST00000568396	ENSP00000457022	127	P61970	NUTF2
ENST00000568449	ENSP00000457353	379	A4GXA9	EME2
ENST00000568461	ENSP00000454685	446	A5D8T8	CLEC18A
ENST00000568484	ENSP00000489776	166	A0A1B0GUA7	TEX51
